date,states,cases,number
2021-04-01,northern mariana islands,deaths,2
2021-04-01,ohio,confirmed,1020041
2021-04-01,ohio,deaths,18609
2021-04-01,oklahoma,confirmed,438777
2021-04-01,oklahoma,deaths,4953
2021-04-01,oregon,confirmed,165524
2021-04-01,oregon,deaths,2398
2021-04-01,pennsylvania,confirmed,1034263
2021-04-01,pennsylvania,deaths,25179
2021-04-01,puerto rico,confirmed,141085
2021-04-01,puerto rico,deaths,2118
2021-04-01,rhode island,confirmed,137848
2021-04-01,rhode island,deaths,2624
2021-04-01,south carolina,confirmed,552681
2021-04-01,south carolina,deaths,9174
2021-04-01,south dakota,confirmed,117989
2021-04-01,south dakota,deaths,1938
2021-04-01,tennessee,confirmed,799226
2021-04-01,tennessee,deaths,11809
2021-04-01,texas,confirmed,2797813
2021-04-01,texas,deaths,48651
2021-04-01,utah,confirmed,386188
2021-04-01,utah,deaths,2125
2021-04-01,vermont,confirmed,19523
2021-04-01,vermont,deaths,227
2021-04-01,virgin islands,confirmed,2907
2021-04-01,virgin islands,deaths,26
2021-04-01,virginia,confirmed,620801
2021-04-01,virginia,deaths,10268
2021-04-01,washington,confirmed,368049
2021-04-01,washington,deaths,5316
2021-04-01,west virginia,confirmed,142233
2021-04-01,west virginia,deaths,2683
2021-04-01,wisconsin,confirmed,637117
2021-04-01,wisconsin,deaths,7327
2021-04-01,wyoming,confirmed,56389
2021-04-01,wyoming,deaths,700
2021-04-02,alabama,confirmed,516266
2021-04-02,alabama,deaths,10607
2021-04-02,alaska,confirmed,62987
2021-04-02,alaska,deaths,299
2021-04-02,arizona,confirmed,843132
2021-04-02,arizona,deaths,16989
2021-04-02,arkansas,confirmed,330753
2021-04-02,arkansas,deaths,5639
2021-04-02,california,confirmed,3675329
2021-04-02,california,deaths,59600
2021-04-02,colorado,confirmed,468002
2021-04-02,colorado,deaths,6184
2021-04-02,connecticut,confirmed,313956
2021-04-02,connecticut,deaths,7904
2021-04-02,delaware,confirmed,95590
2021-04-02,delaware,deaths,1565
2021-04-02,district of columbia,confirmed,44807
2021-04-02,district of columbia,deaths,1069
2021-04-02,florida,confirmed,2071007
2021-04-02,florida,deaths,33585
2021-04-02,georgia,confirmed,1038351
2021-04-02,georgia,deaths,18592
2021-04-02,guam,confirmed,8781
2021-04-02,guam,deaths,137
2021-04-02,hawaii,confirmed,30140
2021-04-02,hawaii,deaths,460
2021-04-02,idaho,confirmed,181298
2021-04-02,idaho,deaths,1969
2021-04-02,illinois,confirmed,1254866
2021-04-02,illinois,deaths,23626
2021-04-02,indiana,confirmed,692207
2021-04-02,indiana,deaths,13069
2021-04-02,iowa,confirmed,352714
2021-04-02,iowa,deaths,5754
2021-04-02,kansas,confirmed,305137
2021-04-02,kansas,deaths,4932
2021-04-02,kentucky,confirmed,431785
2021-04-02,kentucky,deaths,6192
2021-04-02,louisiana,confirmed,445469
2021-04-02,louisiana,deaths,10161
2021-04-02,maine,confirmed,51189
2021-04-02,maine,deaths,744
2021-04-02,maryland,confirmed,414570
2021-04-02,maryland,deaths,8319
2021-04-02,massachusetts,confirmed,640779
2021-04-02,massachusetts,deaths,17249
2021-04-02,michigan,confirmed,759190
2021-04-02,michigan,deaths,17185
2021-04-02,minnesota,confirmed,524281
2021-04-02,minnesota,deaths,6942
2021-04-02,mississippi,confirmed,305701
2021-04-02,mississippi,deaths,7051
2021-04-02,missouri,confirmed,590234
2021-04-02,missouri,deaths,8985
2021-04-02,montana,confirmed,104992
2021-04-02,montana,deaths,1454
2021-04-02,nebraska,confirmed,211136
2021-04-02,nebraska,deaths,2282
2021-04-02,nevada,confirmed,304470
2021-04-02,nevada,deaths,5260
2021-04-02,new hampshire,confirmed,85010
2021-04-02,new hampshire,deaths,1245
2021-04-02,new jersey,confirmed,918949
2021-04-02,new jersey,deaths,24615
2021-04-02,new mexico,confirmed,192152
2021-04-02,new mexico,deaths,3951
2021-04-02,new york,confirmed,1888823
2021-04-02,new york,deaths,49946
2021-04-02,north carolina,confirmed,917474
2021-04-02,north carolina,deaths,12161
2021-04-02,north dakota,confirmed,103492
2021-04-02,north dakota,deaths,1498
2021-04-02,northern mariana islands,confirmed,159
2021-04-02,northern mariana islands,deaths,2
2021-04-02,ohio,confirmed,1021718
2021-04-02,ohio,deaths,18643
2021-04-02,oklahoma,confirmed,439149
2021-04-02,oklahoma,deaths,4953
2021-04-02,oregon,confirmed,166014
2021-04-02,oregon,deaths,2402
2021-04-02,pennsylvania,confirmed,1038349
2021-04-02,pennsylvania,deaths,25206
2021-04-02,puerto rico,confirmed,141595
2021-04-02,puerto rico,deaths,2121
2021-04-02,rhode island,confirmed,138255
2021-04-02,rhode island,deaths,2630
2021-04-02,south carolina,confirmed,554031
2021-04-02,south carolina,deaths,9179
2021-04-02,south dakota,confirmed,118186
2021-04-02,south dakota,deaths,1938
2021-04-02,tennessee,confirmed,799445
2021-04-02,tennessee,deaths,11809
2021-04-02,texas,confirmed,2799843
2021-04-02,texas,deaths,48752
2021-04-02,utah,confirmed,386610
2021-04-02,utah,deaths,2131
2021-04-02,vermont,confirmed,19755
2021-04-02,vermont,deaths,228
2021-04-02,virgin islands,confirmed,2907
2021-04-02,virgin islands,deaths,26
2021-04-02,virginia,confirmed,622339
2021-04-02,virginia,deaths,10279
2021-04-02,washington,confirmed,369319
2021-04-02,washington,deaths,5325
2021-04-02,west virginia,confirmed,142653
2021-04-02,west virginia,deaths,2688
2021-04-02,wisconsin,confirmed,637988
2021-04-02,wisconsin,deaths,7338
2021-04-02,wyoming,confirmed,56447
2021-04-02,wyoming,deaths,700
2021-04-03,alabama,confirmed,516615
2021-04-03,alabama,deaths,10637
2021-04-03,alaska,confirmed,62987
2021-04-03,alaska,deaths,299
2021-04-03,arizona,confirmed,843838
2021-04-03,arizona,deaths,16991
2021-04-03,arkansas,confirmed,330970
2021-04-03,arkansas,deaths,5641
2021-04-03,california,confirmed,3678215
2021-04-03,california,deaths,59674
2021-04-03,colorado,confirmed,469052
2021-04-03,colorado,deaths,6187
2021-04-03,connecticut,confirmed,313956
2021-04-03,connecticut,deaths,7904
2021-04-03,delaware,confirmed,96077
2021-04-03,delaware,deaths,1565
2021-04-03,district of columbia,confirmed,44932
2021-04-03,district of columbia,deaths,1070
2021-04-03,florida,confirmed,2077024
2021-04-03,florida,deaths,33651
2021-04-03,georgia,confirmed,1039632
2021-04-03,georgia,deaths,18623
2021-04-03,guam,confirmed,8785
2021-04-03,guam,deaths,137
2021-04-03,hawaii,confirmed,30246
2021-04-03,hawaii,deaths,464
2021-04-03,idaho,confirmed,181309
2021-04-03,idaho,deaths,1969
2021-04-03,illinois,confirmed,1257605
2021-04-03,illinois,deaths,23635
2021-04-03,indiana,confirmed,693258
2021-04-03,indiana,deaths,13074
2021-04-03,iowa,confirmed,353207
2021-04-03,iowa,deaths,5822
2021-04-03,kansas,confirmed,305137
2021-04-03,kansas,deaths,4932
2021-04-03,kentucky,confirmed,432287
2021-04-03,kentucky,deaths,6210
2021-04-03,louisiana,confirmed,445469
2021-04-03,louisiana,deaths,10161
2021-04-03,maine,confirmed,51468
2021-04-03,maine,deaths,745
2021-04-03,maryland,confirmed,415845
2021-04-03,maryland,deaths,8342
2021-04-03,massachusetts,confirmed,643232
2021-04-03,massachusetts,deaths,17281
2021-04-03,michigan,confirmed,768303
2021-04-03,michigan,deaths,17249
2021-04-03,minnesota,confirmed,526345
2021-04-03,minnesota,deaths,6953
2021-04-03,mississippi,confirmed,305991
2021-04-03,mississippi,deaths,7055
2021-04-03,missouri,confirmed,590697
2021-04-03,missouri,deaths,8988
2021-04-03,montana,confirmed,105092
2021-04-03,montana,deaths,1465
2021-04-03,nebraska,confirmed,211570
2021-04-03,nebraska,deaths,2285
2021-04-03,nevada,confirmed,304924
2021-04-03,nevada,deaths,5274
2021-04-03,new hampshire,confirmed,85448
2021-04-03,new hampshire,deaths,1247
2021-04-03,new jersey,confirmed,923394
2021-04-03,new jersey,deaths,24632
2021-04-03,new mexico,confirmed,192152
2021-04-03,new mexico,deaths,3951
2021-04-03,new york,confirmed,1896534
2021-04-03,new york,deaths,50042
2021-04-03,north carolina,confirmed,917474
2021-04-03,north carolina,deaths,12161
2021-04-03,north dakota,confirmed,103609
2021-04-03,north dakota,deaths,1498
2021-04-03,northern mariana islands,confirmed,159
2021-04-03,northern mariana islands,deaths,2
2021-04-03,ohio,confirmed,1024011
2021-04-03,ohio,deaths,18643
2021-04-03,oklahoma,confirmed,439149
2021-04-03,oklahoma,deaths,4953
2021-04-03,oregon,confirmed,166480
2021-04-03,oregon,deaths,2406
2021-04-03,pennsylvania,confirmed,1043693
2021-04-03,pennsylvania,deaths,25243
2021-04-03,puerto rico,confirmed,142387
2021-04-03,puerto rico,deaths,2126
2021-04-03,rhode island,confirmed,138255
2021-04-03,rhode island,deaths,2630
2021-04-03,south carolina,confirmed,555274
2021-04-03,south carolina,deaths,9196
2021-04-03,south dakota,confirmed,118361
2021-04-03,south dakota,deaths,1938
2021-04-03,tennessee,confirmed,799450
2021-04-03,tennessee,deaths,11809
2021-04-03,texas,confirmed,2801519
2021-04-03,texas,deaths,48828
2021-04-03,utah,confirmed,387057
2021-04-03,utah,deaths,2132
2021-04-03,vermont,confirmed,19905
2021-04-03,vermont,deaths,229
2021-04-03,virgin islands,confirmed,2907
2021-04-03,virgin islands,deaths,26
2021-04-03,virginia,confirmed,623881
2021-04-03,virginia,deaths,10287
2021-04-03,washington,confirmed,370362
2021-04-03,washington,deaths,5326
2021-04-03,west virginia,confirmed,143106
2021-04-03,west virginia,deaths,2693
2021-04-03,wisconsin,confirmed,638777
2021-04-03,wisconsin,deaths,7342
2021-04-03,wyoming,confirmed,56447
2021-04-03,wyoming,deaths,700
2021-04-04,alabama,confirmed,516809
2021-04-04,alabama,deaths,10637
2021-04-04,alaska,confirmed,62987
2021-04-04,alaska,deaths,299
2021-04-04,arizona,confirmed,844302
2021-04-04,arizona,deaths,16994
2021-04-04,arkansas,confirmed,331054
2021-04-04,arkansas,deaths,5643
2021-04-04,california,confirmed,3679840
2021-04-04,california,deaths,59725
2021-04-04,colorado,confirmed,470757
2021-04-04,colorado,deaths,6190
2021-04-04,connecticut,confirmed,313956
2021-04-04,connecticut,deaths,7904
2021-04-04,delaware,confirmed,96376
2021-04-04,delaware,deaths,1566
2021-04-04,district of columbia,confirmed,45037
2021-04-04,district of columbia,deaths,1070
2021-04-04,florida,confirmed,2081818
2021-04-04,florida,deaths,33673
2021-04-04,georgia,confirmed,1040572
2021-04-04,georgia,deaths,18625
2021-04-04,guam,confirmed,8785
2021-04-04,guam,deaths,137
2021-04-04,hawaii,confirmed,30338
2021-04-04,hawaii,deaths,464
2021-04-04,idaho,confirmed,181309
2021-04-04,idaho,deaths,1969
2021-04-04,illinois,confirmed,1260001
2021-04-04,illinois,deaths,23654
2021-04-04,indiana,confirmed,694204
2021-04-04,indiana,deaths,13074
2021-04-04,iowa,confirmed,353362
2021-04-04,iowa,deaths,5822
2021-04-04,kansas,confirmed,305137
2021-04-04,kansas,deaths,4932
2021-04-04,kentucky,confirmed,432344
2021-04-04,kentucky,deaths,6210
2021-04-04,louisiana,confirmed,445469
2021-04-04,louisiana,deaths,10161
2021-04-04,maine,confirmed,51763
2021-04-04,maine,deaths,745
2021-04-04,maryland,confirmed,417514
2021-04-04,maryland,deaths,8350
2021-04-04,massachusetts,confirmed,643232
2021-04-04,massachusetts,deaths,17281
2021-04-04,michigan,confirmed,768341
2021-04-04,michigan,deaths,17249
2021-04-04,minnesota,confirmed,526345
2021-04-04,minnesota,deaths,6953
2021-04-04,mississippi,confirmed,306088
2021-04-04,mississippi,deaths,7055
2021-04-04,missouri,confirmed,591087
2021-04-04,missouri,deaths,8988
2021-04-04,montana,confirmed,105150
2021-04-04,montana,deaths,1466
2021-04-04,nebraska,confirmed,211812
2021-04-04,nebraska,deaths,2285
2021-04-04,nevada,confirmed,305184
2021-04-04,nevada,deaths,5274
2021-04-04,new hampshire,confirmed,85846
2021-04-04,new hampshire,deaths,1249
2021-04-04,new jersey,confirmed,927195
2021-04-04,new jersey,deaths,24637
2021-04-04,new mexico,confirmed,192152
2021-04-04,new mexico,deaths,3951
2021-04-04,new york,confirmed,1904141
2021-04-04,new york,deaths,50124
2021-04-04,north carolina,confirmed,917565
2021-04-04,north carolina,deaths,12161
2021-04-04,north dakota,confirmed,103670
2021-04-04,north dakota,deaths,1498
2021-04-04,northern mariana islands,confirmed,159
2021-04-04,northern mariana islands,deaths,2
2021-04-04,ohio,confirmed,1024011
2021-04-04,ohio,deaths,18643
2021-04-04,oklahoma,confirmed,439149
2021-04-04,oklahoma,deaths,4953
2021-04-04,oregon,confirmed,166882
2021-04-04,oregon,deaths,2407
2021-04-04,pennsylvania,confirmed,1046714
2021-04-04,pennsylvania,deaths,25250
2021-04-04,puerto rico,confirmed,143022
2021-04-04,puerto rico,deaths,2126
2021-04-04,rhode island,confirmed,138255
2021-04-04,rhode island,deaths,2630
2021-04-04,south carolina,confirmed,555274
2021-04-04,south carolina,deaths,9196
2021-04-04,south dakota,confirmed,118361
2021-04-04,south dakota,deaths,1938
2021-04-04,tennessee,confirmed,799463
2021-04-04,tennessee,deaths,11809
2021-04-04,texas,confirmed,2802531
2021-04-04,texas,deaths,48848
2021-04-04,utah,confirmed,387401
2021-04-04,utah,deaths,2132
2021-04-04,vermont,confirmed,20149
2021-04-04,vermont,deaths,229
2021-04-04,virgin islands,confirmed,2907
2021-04-04,virgin islands,deaths,26
2021-04-04,virginia,confirmed,625148
2021-04-04,virginia,deaths,10329
2021-04-04,washington,confirmed,370409
2021-04-04,washington,deaths,5326
2021-04-04,west virginia,confirmed,143456
2021-04-04,west virginia,deaths,2695
2021-04-04,wisconsin,confirmed,639414
2021-04-04,wisconsin,deaths,7341
2021-04-04,wyoming,confirmed,56447
2021-04-04,wyoming,deaths,700
2021-04-05,alabama,confirmed,516918
2021-04-05,alabama,deaths,10638
2021-04-05,alaska,confirmed,63486
2021-04-05,alaska,deaths,299
2021-04-05,arizona,confirmed,844921
2021-04-05,arizona,deaths,16990
2021-04-05,arkansas,confirmed,331098
2021-04-05,arkansas,deaths,5648
2021-04-05,california,confirmed,3682949
2021-04-05,california,deaths,59787
2021-04-05,colorado,confirmed,471702
2021-04-05,colorado,deaths,6190
2021-04-05,connecticut,confirmed,316655
2021-04-05,connecticut,deaths,7923
2021-04-05,delaware,confirmed,96577
2021-04-05,delaware,deaths,1566
2021-04-05,district of columbia,confirmed,45112
2021-04-05,district of columbia,deaths,1072
2021-04-05,florida,confirmed,2085298
2021-04-05,florida,deaths,33709
2021-04-05,georgia,confirmed,1041275
2021-04-05,georgia,deaths,18625
2021-04-05,guam,confirmed,8792
2021-04-05,guam,deaths,137
2021-04-05,hawaii,confirmed,30427
2021-04-05,hawaii,deaths,464
2021-04-05,idaho,confirmed,181961
2021-04-05,idaho,deaths,1975
2021-04-05,illinois,confirmed,1262345
2021-04-05,illinois,deaths,23665
2021-04-05,indiana,confirmed,694918
2021-04-05,indiana,deaths,13075
2021-04-05,iowa,confirmed,353829
2021-04-05,iowa,deaths,5822
2021-04-05,kansas,confirmed,305489
2021-04-05,kansas,deaths,4927
2021-04-05,kentucky,confirmed,432851
2021-04-05,kentucky,deaths,6267
2021-04-05,louisiana,confirmed,446737
2021-04-05,louisiana,deaths,10165
2021-04-05,maine,confirmed,51986
2021-04-05,maine,deaths,746
2021-04-05,maryland,confirmed,418374
2021-04-05,maryland,deaths,8363
2021-04-05,massachusetts,confirmed,646220
2021-04-05,massachusetts,deaths,17325
2021-04-05,michigan,confirmed,779658
2021-04-05,michigan,deaths,17274
2021-04-05,minnesota,confirmed,527728
2021-04-05,minnesota,deaths,6963
2021-04-05,mississippi,confirmed,306158
2021-04-05,mississippi,deaths,7055
2021-04-05,missouri,confirmed,591607
2021-04-05,missouri,deaths,8990
2021-04-05,montana,confirmed,105273
2021-04-05,montana,deaths,1466
2021-04-05,nebraska,confirmed,211958
2021-04-05,nebraska,deaths,2287
2021-04-05,nevada,confirmed,305361
2021-04-05,nevada,deaths,5275
2021-04-05,new hampshire,confirmed,86125
2021-04-05,new hampshire,deaths,1249
2021-04-05,new jersey,confirmed,930026
2021-04-05,new jersey,deaths,24649
2021-04-05,new mexico,confirmed,192595
2021-04-05,new mexico,deaths,3955
2021-04-05,new york,confirmed,1910858
2021-04-05,new york,deaths,50195
2021-04-05,north carolina,confirmed,923688
2021-04-05,north carolina,deaths,12200
2021-04-05,north dakota,confirmed,103745
2021-04-05,north dakota,deaths,1497
2021-04-05,northern mariana islands,confirmed,159
2021-04-05,northern mariana islands,deaths,2
2021-04-05,ohio,confirmed,1026929
2021-04-05,ohio,deaths,18643
2021-04-05,oklahoma,confirmed,440022
2021-04-05,oklahoma,deaths,4953
2021-04-05,oregon,confirmed,167219
2021-04-05,oregon,deaths,2409
2021-04-05,pennsylvania,confirmed,1050649
2021-04-05,pennsylvania,deaths,25254
2021-04-05,puerto rico,confirmed,143448
2021-04-05,puerto rico,deaths,2131
2021-04-05,rhode island,confirmed,139173
2021-04-05,rhode island,deaths,2629
2021-04-05,south carolina,confirmed,556469
2021-04-05,south carolina,deaths,9203
2021-04-05,south dakota,confirmed,118517
2021-04-05,south dakota,deaths,1938
2021-04-05,tennessee,confirmed,803028
2021-04-05,tennessee,deaths,11828
2021-04-05,texas,confirmed,2807497
2021-04-05,texas,deaths,48878
2021-04-05,utah,confirmed,387574
2021-04-05,utah,deaths,2133
2021-04-05,vermont,confirmed,20267
2021-04-05,vermont,deaths,229
2021-04-05,virgin islands,confirmed,2945
2021-04-05,virgin islands,deaths,26
2021-04-05,virginia,confirmed,626171
2021-04-05,virginia,deaths,10360
2021-04-05,washington,confirmed,372631
2021-04-05,washington,deaths,5338
2021-04-05,west virginia,confirmed,143733
2021-04-05,west virginia,deaths,2696
2021-04-05,wisconsin,confirmed,639765
2021-04-05,wisconsin,deaths,7342
2021-04-05,wyoming,confirmed,56529
2021-04-05,wyoming,deaths,700
2021-04-06,alabama,confirmed,517114
2021-04-06,alabama,deaths,10652
2021-04-06,alaska,confirmed,63566
2021-04-06,alaska,deaths,299
2021-04-06,arizona,confirmed,845488
2021-04-06,arizona,deaths,16997
2021-04-06,arkansas,confirmed,331261
2021-04-06,arkansas,deaths,5653
2021-04-06,california,confirmed,3685210
2021-04-06,california,deaths,59873
2021-04-06,colorado,confirmed,472941
2021-04-06,colorado,deaths,6194
2021-04-06,connecticut,confirmed,317729
2021-04-06,connecticut,deaths,7930
2021-04-06,delaware,confirmed,96806
2021-04-06,delaware,deaths,1567
2021-04-06,district of columbia,confirmed,45234
2021-04-06,district of columbia,deaths,1074
2021-04-06,florida,confirmed,2090854
2021-04-06,florida,deaths,33779
2021-04-06,georgia,confirmed,1042793
2021-04-06,georgia,deaths,18651
2021-04-06,guam,confirmed,8794
2021-04-06,guam,deaths,137
2021-04-06,hawaii,confirmed,30479
2021-04-06,hawaii,deaths,464
2021-04-06,idaho,confirmed,182315
2021-04-06,idaho,deaths,1977
2021-04-06,illinois,confirmed,1265309
2021-04-06,illinois,deaths,23673
2021-04-06,indiana,confirmed,695532
2021-04-06,indiana,deaths,13084
2021-04-06,iowa,confirmed,354557
2021-04-06,iowa,deaths,5835
2021-04-06,kansas,confirmed,305508
2021-04-06,kansas,deaths,4927
2021-04-06,kentucky,confirmed,433269
2021-04-06,kentucky,deaths,6278
2021-04-06,louisiana,confirmed,446955
2021-04-06,louisiana,deaths,10174
2021-04-06,maine,confirmed,52276
2021-04-06,maine,deaths,746
2021-04-06,maryland,confirmed,419241
2021-04-06,maryland,deaths,8378
2021-04-06,massachusetts,confirmed,648023
2021-04-06,massachusetts,deaths,17337
2021-04-06,michigan,confirmed,785699
2021-04-06,michigan,deaths,17332
2021-04-06,minnesota,confirmed,530740
2021-04-06,minnesota,deaths,6967
2021-04-06,mississippi,confirmed,306341
2021-04-06,mississippi,deaths,7073
2021-04-06,missouri,confirmed,592195
2021-04-06,missouri,deaths,8999
2021-04-06,montana,confirmed,105470
2021-04-06,montana,deaths,1477
2021-04-06,nebraska,confirmed,212257
2021-04-06,nebraska,deaths,2288
2021-04-06,nevada,confirmed,305655
2021-04-06,nevada,deaths,5297
2021-04-06,new hampshire,confirmed,86510
2021-04-06,new hampshire,deaths,1249
2021-04-06,new jersey,confirmed,933738
2021-04-06,new jersey,deaths,24700
2021-04-06,new mexico,confirmed,192773
2021-04-06,new mexico,deaths,3963
2021-04-06,new york,confirmed,1916964
2021-04-06,new york,deaths,50239
2021-04-06,north carolina,confirmed,924682
2021-04-06,north carolina,deaths,12211
2021-04-06,north dakota,confirmed,104005
2021-04-06,north dakota,deaths,1499
2021-04-06,northern mariana islands,confirmed,159
2021-04-06,northern mariana islands,deaths,2
2021-04-06,ohio,confirmed,1028800
2021-04-06,ohio,deaths,18741
2021-04-06,oklahoma,confirmed,440142
2021-04-06,oklahoma,deaths,4953
2021-04-06,oregon,confirmed,167685
2021-04-06,oregon,deaths,2432
2021-04-06,pennsylvania,confirmed,1055498
2021-04-06,pennsylvania,deaths,25291
2021-04-06,puerto rico,confirmed,143637
2021-04-06,puerto rico,deaths,2136
2021-04-06,rhode island,confirmed,139549
2021-04-06,rhode island,deaths,2632
2021-04-06,south carolina,confirmed,557803
2021-04-06,south carolina,deaths,9204
2021-04-06,south dakota,confirmed,118680
2021-04-06,south dakota,deaths,1938
2021-04-06,tennessee,confirmed,803916
2021-04-06,tennessee,deaths,11866
2021-04-06,texas,confirmed,2811696
2021-04-06,texas,deaths,48965
2021-04-06,utah,confirmed,387874
2021-04-06,utah,deaths,2137
2021-04-06,vermont,confirmed,20373
2021-04-06,vermont,deaths,229
2021-04-06,virgin islands,confirmed,2945
2021-04-06,virgin islands,deaths,26
2021-04-06,virginia,confirmed,627605
2021-04-06,virginia,deaths,10401
2021-04-06,washington,confirmed,373227
2021-04-06,washington,deaths,5350
2021-04-06,west virginia,confirmed,144010
2021-04-06,west virginia,deaths,2707
2021-04-06,wisconsin,confirmed,640913
2021-04-06,wisconsin,deaths,7350
2021-04-06,wyoming,confirmed,56619
2021-04-06,wyoming,deaths,701
2021-04-07,alabama,confirmed,517452
2021-04-07,alabama,deaths,10652
2021-04-07,alaska,confirmed,63785
2021-04-07,alaska,deaths,299
2021-04-07,arizona,confirmed,846241
2021-04-07,arizona,deaths,17025
2021-04-07,arkansas,confirmed,331505
2021-04-07,arkansas,deaths,5660
2021-04-07,california,confirmed,3687635
2021-04-07,california,deaths,59975
2021-04-07,colorado,confirmed,473913
2021-04-07,colorado,deaths,6195
2021-04-07,connecticut,confirmed,318767
2021-04-07,connecticut,deaths,7935
2021-04-07,delaware,confirmed,97042
2021-04-07,delaware,deaths,1567
2021-04-07,district of columbia,confirmed,45328
2021-04-07,district of columbia,deaths,1076
2021-04-07,florida,confirmed,2096739
2021-04-07,florida,deaths,33821
2021-04-07,georgia,confirmed,1044399
2021-04-07,georgia,deaths,18714
2021-04-07,guam,confirmed,8797
2021-04-07,guam,deaths,137
2021-04-07,hawaii,confirmed,30552
2021-04-07,hawaii,deaths,464
2021-04-07,idaho,confirmed,182661
2021-04-07,idaho,deaths,1984
2021-04-07,illinois,confirmed,1269002
2021-04-07,illinois,deaths,23702
2021-04-07,indiana,confirmed,696749
2021-04-07,indiana,deaths,13099
2021-04-07,iowa,confirmed,354828
2021-04-07,iowa,deaths,5836
2021-04-07,kansas,confirmed,306077
2021-04-07,kansas,deaths,4932
2021-04-07,kentucky,confirmed,434238
2021-04-07,kentucky,deaths,6295
2021-04-07,louisiana,confirmed,447655
2021-04-07,louisiana,deaths,10185
2021-04-07,maine,confirmed,52677
2021-04-07,maine,deaths,747
2021-04-07,maryland,confirmed,420712
2021-04-07,maryland,deaths,8389
2021-04-07,massachusetts,confirmed,650573
2021-04-07,massachusetts,deaths,17358
2021-04-07,michigan,confirmed,795038
2021-04-07,michigan,deaths,17362
2021-04-07,minnesota,confirmed,532736
2021-04-07,minnesota,deaths,6986
2021-04-07,mississippi,confirmed,306611
2021-04-07,mississippi,deaths,7077
2021-04-07,missouri,confirmed,592986
2021-04-07,missouri,deaths,9001
2021-04-07,montana,confirmed,105660
2021-04-07,montana,deaths,1490
2021-04-07,nebraska,confirmed,212785
2021-04-07,nebraska,deaths,2289
2021-04-07,nevada,confirmed,305929
2021-04-07,nevada,deaths,5308
2021-04-07,new hampshire,confirmed,86935
2021-04-07,new hampshire,deaths,1250
2021-04-07,new jersey,confirmed,937979
2021-04-07,new jersey,deaths,24744
2021-04-07,new mexico,confirmed,192989
2021-04-07,new mexico,deaths,3965
2021-04-07,new york,confirmed,1923414
2021-04-07,new york,deaths,50332
2021-04-07,north carolina,confirmed,926071
2021-04-07,north carolina,deaths,12235
2021-04-07,north dakota,confirmed,104198
2021-04-07,north dakota,deaths,1499
2021-04-07,northern mariana islands,confirmed,160
2021-04-07,northern mariana islands,deaths,2
2021-04-07,ohio,confirmed,1030864
2021-04-07,ohio,deaths,18741
2021-04-07,oklahoma,confirmed,441906
2021-04-07,oklahoma,deaths,6669
2021-04-07,oregon,confirmed,168129
2021-04-07,oregon,deaths,2446
2021-04-07,pennsylvania,confirmed,1060102
2021-04-07,pennsylvania,deaths,25342
2021-04-07,puerto rico,confirmed,143848
2021-04-07,puerto rico,deaths,2139
2021-04-07,rhode island,confirmed,140025
2021-04-07,rhode island,deaths,2635
2021-04-07,south carolina,confirmed,558631
2021-04-07,south carolina,deaths,9213
2021-04-07,south dakota,confirmed,118975
2021-04-07,south dakota,deaths,1938
2021-04-07,tennessee,confirmed,805232
2021-04-07,tennessee,deaths,11875
2021-04-07,texas,confirmed,2815609
2021-04-07,texas,deaths,49073
2021-04-07,utah,confirmed,388486
2021-04-07,utah,deaths,2139
2021-04-07,vermont,confirmed,20442
2021-04-07,vermont,deaths,230
2021-04-07,virgin islands,confirmed,2945
2021-04-07,virgin islands,deaths,26
2021-04-07,virginia,confirmed,629155
2021-04-07,virginia,deaths,10415
2021-04-07,washington,confirmed,374402
2021-04-07,washington,deaths,5357
2021-04-07,west virginia,confirmed,144374
2021-04-07,west virginia,deaths,2722
2021-04-07,wisconsin,confirmed,641851
2021-04-07,wisconsin,deaths,7357
2021-04-07,wyoming,confirmed,56700
2021-04-07,wyoming,deaths,701
2021-04-08,alabama,confirmed,517916
2021-04-08,alabama,deaths,10675
2021-04-08,alaska,confirmed,64013
2021-04-08,alaska,deaths,299
2021-04-08,arizona,confirmed,846917
2021-04-08,arizona,deaths,17055
2021-04-08,arkansas,confirmed,331704
2021-04-08,arkansas,deaths,5662
2021-04-08,california,confirmed,3690178
2021-04-08,california,deaths,60114
2021-04-08,colorado,confirmed,476630
2021-04-08,colorado,deaths,6200
2021-04-08,connecticut,confirmed,319779
2021-04-08,connecticut,deaths,7940
2021-04-08,delaware,confirmed,97404
2021-04-08,delaware,deaths,1568
2021-04-08,district of columbia,confirmed,45498
2021-04-08,district of columbia,deaths,1077
2021-04-08,florida,confirmed,2104678
2021-04-08,florida,deaths,33905
2021-04-08,georgia,confirmed,1045930
2021-04-08,georgia,deaths,18780
2021-04-08,guam,confirmed,8799
2021-04-08,guam,deaths,137
2021-04-08,hawaii,confirmed,30673
2021-04-08,hawaii,deaths,467
2021-04-08,idaho,confirmed,182951
2021-04-08,idaho,deaths,1991
2021-04-08,illinois,confirmed,1272932
2021-04-08,illinois,deaths,23740
2021-04-08,indiana,confirmed,698132
2021-04-08,indiana,deaths,13114
2021-04-08,iowa,confirmed,355454
2021-04-08,iowa,deaths,5843
2021-04-08,kansas,confirmed,306099
2021-04-08,kansas,deaths,4932
2021-04-08,kentucky,confirmed,434897
2021-04-08,kentucky,deaths,6314
